ordinal,_key,_id,_from,_to,edge_family,edge_type,perspective,unique_id,references_table,references_column,weight,priority_weight,field_component,variable_name,origin,join_type
234,receiving:part_id:structural:system:has_column:SYS_HAS_REC_PAR_002,manufacturing_graph_edge/receiving:part_id:structural:system:has_column:SYS_HAS_REC_PAR_002,manufacturing_graph_node/receiving:entity:structural:system:none:none,manufacturing_graph_node/receiving:part_id:structural:system:none:none,structural,has_column,system,SYS_HAS_REC_PAR_002,,,,,,,,
235,receiving:quantity_ordered:structural:system:has_column:SYS_HAS_REC_QUA_001,manufacturing_graph_edge/receiving:quantity_ordered:structural:system:has_column:SYS_HAS_REC_QUA_001,manufacturing_graph_node/receiving:entity:structural:system:none:none,manufacturing_graph_node/receiving:quantity_ordered:structural:system:none:none,structural,has_column,system,SYS_HAS_REC_QUA_001,,,,,,,,
236,receiving:quantity_received:structural:system:has_column:SYS_HAS_REC_QUA_002,manufacturing_graph_edge/receiving:quantity_received:structural:system:has_column:SYS_HAS_REC_QUA_002,manufacturing_graph_node/receiving:entity:structural:system:none:none,manufacturing_graph_node/receiving:quantity_received:structural:system:none:none,structural,has_column,system,SYS_HAS_REC_QUA_002,,,,,,,,
237,receiving:receipt_date:structural:system:has_column:SYS_HAS_REC_REC_002,manufacturing_graph_edge/receiving:receipt_date:structural:system:has_column:SYS_HAS_REC_REC_002,manufacturing_graph_node/receiving:entity:structural:system:none:none,manufacturing_graph_node/receiving:receipt_date:structural:system:none:none,structural,has_column,system,SYS_HAS_REC_REC_002,,,,,,,,
238,receiving:received_date:structural:system:has_column:SYS_HAS_REC_REC_004,manufacturing_graph_edge/receiving:received_date:structural:system:has_column:SYS_HAS_REC_REC_004,manufacturing_graph_node/receiving:entity:structural:system:none:none,manufacturing_graph_node/receiving:received_date:structural:system:none:none,structural,has_column,system,SYS_HAS_REC_REC_004,,,,,,,,
239,receiving:inspection_status:structural:system:has_column:SYS_HAS_REC_INS_002,manufacturing_graph_edge/receiving:inspection_status:structural:system:has_column:SYS_HAS_REC_INS_002,manufacturing_graph_node/receiving:entity:structural:system:none:none,manufacturing_graph_node/receiving:inspection_status:structural:system:none:none,structural,has_column,system,SYS_HAS_REC_INS_002,,,,,,,,
240,receiving:cert_required:structural:system:has_column:SYS_HAS_REC_CER_001,manufacturing_graph_edge/receiving:cert_required:structural:system:has_column:SYS_HAS_REC_CER_001,manufacturing_graph_node/receiving:entity:structural:system:none:none,manufacturing_graph_node/receiving:cert_required:structural:system:none:none,structural,has_column,system,SYS_HAS_REC_CER_001,,,,,,,,
241,receiving:created_at:structural:system:has_column:SYS_HAS_REC_CRE_004,manufacturing_graph_edge/receiving:created_at:structural:system:has_column:SYS_HAS_REC_CRE_004,manufacturing_graph_node/receiving:entity:structural:system:none:none,manufacturing_graph_node/receiving:created_at:structural:system:none:none,structural,has_column,system,SYS_HAS_REC_CRE_004,,,,,,,,
242,receiving_line:receipt_line_id:structural:system:has_column:SYS_HAS_REC_REC_006,manufacturing_graph_edge/receiving_line:receipt_line_id:structural:system:has_column:SYS_HAS_REC_REC_006,manufacturing_graph_node/receiving_line:entity:structural:system:none:none,manufacturing_graph_node/receiving_line:receipt_line_id:structural:system:none:none,structural,has_column,system,SYS_HAS_REC_REC_006,,,,,,,,
243,receiving_line:receipt_id:structural:system:has_column:SYS_HAS_REC_REC_005,manufacturing_graph_edge/receiving_line:receipt_id:structural:system:has_column:SYS_HAS_REC_REC_005,manufacturing_graph_node/receiving_line:entity:structural:system:none:none,manufacturing_graph_node/receiving_line:receipt_id:structural:system:none:none,structural,has_column,system,SYS_HAS_REC_REC_005,,,,,,,,
244,receiving_line:line_no:structural:system:has_column:SYS_HAS_REC_LIN_002,manufacturing_graph_edge/receiving_line:line_no:structural:system:has_column:SYS_HAS_REC_LIN_002,manufacturing_graph_node/receiving_line:entity:structural:system:none:none,manufacturing_graph_node/receiving_line:line_no:structural:system:none:none,structural,has_column,system,SYS_HAS_REC_LIN_002,,,,,,,,
245,receiving_line:po_line_id:structural:system:has_column:SYS_HAS_REC_POL_001,manufacturing_graph_edge/receiving_line:po_line_id:structural:system:has_column:SYS_HAS_REC_POL_001,manufacturing_graph_node/receiving_line:entity:structural:system:none:none,manufacturing_graph_node/receiving_line:po_line_id:structural:system:none:none,structural,has_column,system,SYS_HAS_REC_POL_001,,,,,,,,
246,receiving_line:part_id:structural:system:has_column:SYS_HAS_REC_PAR_003,manufacturing_graph_edge/receiving_line:part_id:structural:system:has_column:SYS_HAS_REC_PAR_003,manufacturing_graph_node/receiving_line:entity:structural:system:none:none,manufacturing_graph_node/receiving_line:part_id:structural:system:none:none,structural,has_column,system,SYS_HAS_REC_PAR_003,,,,,,,,
247,receiving_line:quantity_ordered:structural:system:has_column:SYS_HAS_REC_QUA_003,manufacturing_graph_edge/receiving_line:quantity_ordered:structural:system:has_column:SYS_HAS_REC_QUA_003,manufacturing_graph_node/receiving_line:entity:structural:system:none:none,manufacturing_graph_node/receiving_line:quantity_ordered:structural:system:none:none,structural,has_column,system,SYS_HAS_REC_QUA_003,,,,,,,,
248,receiving_line:quantity_received:structural:system:has_column:SYS_HAS_REC_QUA_004,manufacturing_graph_edge/receiving_line:quantity_received:structural:system:has_column:SYS_HAS_REC_QUA_004,manufacturing_graph_node/receiving_line:entity:structural:system:none:none,manufacturing_graph_node/receiving_line:quantity_received:structural:system:none:none,structural,has_column,system,SYS_HAS_REC_QUA_004,,,,,,,,
249,receiving_line:inspection_status:structural:system:has_column:SYS_HAS_REC_INS_003,manufacturing_graph_edge/receiving_line:inspection_status:structural:system:has_column:SYS_HAS_REC_INS_003,manufacturing_graph_node/receiving_line:entity:structural:system:none:none,manufacturing_graph_node/receiving_line:inspection_status:structural:system:none:none,structural,has_column,system,SYS_HAS_REC_INS_003,,,,,,,,
250,receiving_line:cert_required:structural:system:has_column:SYS_HAS_REC_CER_002,manufacturing_graph_edge/receiving_line:cert_required:structural:system:has_column:SYS_HAS_REC_CER_002,manufacturing_graph_node/receiving_line:entity:structural:system:none:none,manufacturing_graph_node/receiving_line:cert_required:structural:system:none:none,structural,has_column,system,SYS_HAS_REC_CER_002,,,,,,,,
251,receiving_line:created_at:structural:system:has_column:SYS_HAS_REC_CRE_005,manufacturing_graph_edge/receiving_line:created_at:structural:system:has_column:SYS_HAS_REC_CRE_005,manufacturing_graph_node/receiving_line:entity:structural:system:none:none,manufacturing_graph_node/receiving_line:created_at:structural:system:none:none,structural,has_column,system,SYS_HAS_REC_CRE_005,,,,,,,,
252,requirement:requirement_id:structural:system:has_column:SYS_HAS_REQ_REQ_001,manufacturing_graph_edge/requirement:requirement_id:structural:system:has_column:SYS_HAS_REQ_REQ_001,manufacturing_graph_node/requirement:entity:structural:system:none:none,manufacturing_graph_node/requirement:requirement_id:structural:system:none:none,structural,has_column,system,SYS_HAS_REQ_REQ_001,,,,,,,,
253,requirement:component_type:structural:system:has_column:SYS_HAS_REQ_COM_002,manufacturing_graph_edge/requirement:component_type:structural:system:has_column:SYS_HAS_REQ_COM_002,manufacturing_graph_node/requirement:entity:structural:system:none:none,manufacturing_graph_node/requirement:component_type:structural:system:none:none,structural,has_column,system,SYS_HAS_REQ_COM_002,,,,,,,,
254,requirement:component_id:structural:system:has_column:SYS_HAS_REQ_COM_001,manufacturing_graph_edge/requirement:component_id:structural:system:has_column:SYS_HAS_REQ_COM_001,manufacturing_graph_node/requirement:entity:structural:system:none:none,manufacturing_graph_node/requirement:component_id:structural:system:none:none,structural,has_column,system,SYS_HAS_REQ_COM_001,,,,,,,,
255,requirement:requirement_level:structural:system:has_column:SYS_HAS_REQ_REQ_002,manufacturing_graph_edge/requirement:requirement_level:structural:system:has_column:SYS_HAS_REQ_REQ_002,manufacturing_graph_node/requirement:entity:structural:system:none:none,manufacturing_graph_node/requirement:requirement_level:structural:system:none:none,structural,has_column,system,SYS_HAS_REQ_REQ_002,,,,,,,,
256,requirement:requirement_type:structural:system:has_column:SYS_HAS_REQ_REQ_003,manufacturing_graph_edge/requirement:requirement_type:structural:system:has_column:SYS_HAS_REQ_REQ_003,manufacturing_graph_node/requirement:entity:structural:system:none:none,manufacturing_graph_node/requirement:requirement_type:structural:system:none:none,structural,has_column,system,SYS_HAS_REQ_REQ_003,,,,,,,,
257,requirement:operation_seq:structural:system:has_column:SYS_HAS_REQ_OPE_002,manufacturing_graph_edge/requirement:operation_seq:structural:system:has_column:SYS_HAS_REQ_OPE_002,manufacturing_graph_node/requirement:entity:structural:system:none:none,manufacturing_graph_node/requirement:operation_seq:structural:system:none:none,structural,has_column,system,SYS_HAS_REQ_OPE_002,,,,,,,,
258,requirement:operation_rowid:structural:system:has_column:SYS_HAS_REQ_OPE_001,manufacturing_graph_edge/requirement:operation_rowid:structural:system:has_column:SYS_HAS_REQ_OPE_001,manufacturing_graph_node/requirement:entity:structural:system:none:none,manufacturing_graph_node/requirement:operation_rowid:structural:system:none:none,structural,has_column,system,SYS_HAS_REQ_OPE_001,,,,,,,,
259,requirement:material_part_id:structural:system:has_column:SYS_HAS_REQ_MAT_001,manufacturing_graph_edge/requirement:material_part_id:structural:system:has_column:SYS_HAS_REQ_MAT_001,manufacturing_graph_node/requirement:entity:structural:system:none:none,manufacturing_graph_node/requirement:material_part_id:structural:system:none:none,structural,has_column,system,SYS_HAS_REQ_MAT_001,,,,,,,,
260,requirement:std_qty:structural:system:has_column:SYS_HAS_REQ_STD_001,manufacturing_graph_edge/requirement:std_qty:structural:system:has_column:SYS_HAS_REQ_STD_001,manufacturing_graph_node/requirement:entity:structural:system:none:none,manufacturing_graph_node/requirement:std_qty:structural:system:none:none,structural,has_column,system,SYS_HAS_REQ_STD_001,,,,,,,,
261,requirement:actual_qty:structural:system:has_column:SYS_HAS_REQ_ACT_001,manufacturing_graph_edge/requirement:actual_qty:structural:system:has_column:SYS_HAS_REQ_ACT_001,manufacturing_graph_node/requirement:entity:structural:system:none:none,manufacturing_graph_node/requirement:actual_qty:structural:system:none:none,structural,has_column,system,SYS_HAS_REQ_ACT_001,,,,,,,,
262,requirement:unit_cost:structural:system:has_column:SYS_HAS_REQ_UNI_001,manufacturing_graph_edge/requirement:unit_cost:structural:system:has_column:SYS_HAS_REQ_UNI_001,manufacturing_graph_node/requirement:entity:structural:system:none:none,manufacturing_graph_node/requirement:unit_cost:structural:system:none:none,structural,has_column,system,SYS_HAS_REQ_UNI_001,,,,,,,,
263,requirement:extended_cost:structural:system:has_column:SYS_HAS_REQ_EXT_001,manufacturing_graph_edge/requirement:extended_cost:structural:system:has_column:SYS_HAS_REQ_EXT_001,manufacturing_graph_node/requirement:entity:structural:system:none:none,manufacturing_graph_node/requirement:extended_cost:structural:system:none:none,structural,has_column,system,SYS_HAS_REQ_EXT_001,,,,,,,,
264,requirement:created_at:structural:system:has_column:SYS_HAS_REQ_CRE_001,manufacturing_graph_edge/requirement:created_at:structural:system:has_column:SYS_HAS_REQ_CRE_001,manufacturing_graph_node/requirement:entity:structural:system:none:none,manufacturing_graph_node/requirement:created_at:structural:system:none:none,structural,has_column,system,SYS_HAS_REQ_CRE_001,,,,,,,,
265,service:service_id:structural:system:has_column:SYS_HAS_SER_SER_001,manufacturing_graph_edge/service:service_id:structural:system:has_column:SYS_HAS_SER_SER_001,manufacturing_graph_node/service:entity:structural:system:none:none,manufacturing_graph_node/service:service_id:structural:system:none:none,structural,has_column,system,SYS_HAS_SER_SER_001,,,,,,,,
266,service:description:structural:system:has_column:SYS_HAS_SER_DES_001,manufacturing_graph_edge/service:description:structural:system:has_column:SYS_HAS_SER_DES_001,manufacturing_graph_node/service:entity:structural:system:none:none,manufacturing_graph_node/service:description:structural:system:none:none,structural,has_column,system,SYS_HAS_SER_DES_001,,,,,,,,
267,service:default_vendor:structural:system:has_column:SYS_HAS_SER_DEF_001,manufacturing_graph_edge/service:default_vendor:structural:system:has_column:SYS_HAS_SER_DEF_001,manufacturing_graph_node/service:entity:structural:system:none:none,manufacturing_graph_node/service:default_vendor:structural:system:none:none,structural,has_column,system,SYS_HAS_SER_DEF_001,,,,,,,,
268,service:base_charge:structural:system:has_column:SYS_HAS_SER_BAS_001,manufacturing_graph_edge/service:base_charge:structural:system:has_column:SYS_HAS_SER_BAS_001,manufacturing_graph_node/service:entity:structural:system:none:none,manufacturing_graph_node/service:base_charge:structural:system:none:none,structural,has_column,system,SYS_HAS_SER_BAS_001,,,,,,,,
269,service:created_at:structural:system:has_column:SYS_HAS_SER_CRE_001,manufacturing_graph_edge/service:created_at:structural:system:has_column:SYS_HAS_SER_CRE_001,manufacturing_graph_node/service:entity:structural:system:none:none,manufacturing_graph_node/service:created_at:structural:system:none:none,structural,has_column,system,SYS_HAS_SER_CRE_001,,,,,,,,
270,shop_resource:resource_id:structural:system:has_column:SYS_HAS_SHO_RES_001,manufacturing_graph_edge/shop_resource:resource_id:structural:system:has_column:SYS_HAS_SHO_RES_001,manufacturing_graph_node/shop_resource:entity:structural:system:none:none,manufacturing_graph_node/shop_resource:resource_id:structural:system:none:none,structural,has_column,system,SYS_HAS_SHO_RES_001,,,,,,,,
271,shop_resource:description:structural:system:has_column:SYS_HAS_SHO_DES_001,manufacturing_graph_edge/shop_resource:description:structural:system:has_column:SYS_HAS_SHO_DES_001,manufacturing_graph_node/shop_resource:entity:structural:system:none:none,manufacturing_graph_node/shop_resource:description:structural:system:none:none,structural,has_column,system,SYS_HAS_SHO_DES_001,,,,,,,,
272,shop_resource:resource_type:structural:system:has_column:SYS_HAS_SHO_RES_002,manufacturing_graph_edge/shop_resource:resource_type:structural:system:has_column:SYS_HAS_SHO_RES_002,manufacturing_graph_node/shop_resource:entity:structural:system:none:none,manufacturing_graph_node/shop_resource:resource_type:structural:system:none:none,structural,has_column,system,SYS_HAS_SHO_RES_002,,,,,,,,
273,shop_resource:run_cost_per_hr:structural:system:has_column:SYS_HAS_SHO_RUN_001,manufacturing_graph_edge/shop_resource:run_cost_per_hr:structural:system:has_column:SYS_HAS_SHO_RUN_001,manufacturing_graph_node/shop_resource:entity:structural:system:none:none,manufacturing_graph_node/shop_resource:run_cost_per_hr:structural:system:none:none,structural,has_column,system,SYS_HAS_SHO_RUN_001,,,,,,,,
